geohash_id	consumption_level	activity_level	date_id
4885e281g	55.37284469604492	56.09632110595703	20230404
4885e281g	54.6860466003418	58.03966522216797	20230405
4885e281g	62.95925521850586	63.35959243774414	20230406
4885e281g	38.03620529174805	40.975440979003906	20230407
5324516fr	65.2925033569336	69.69905853271484	20230404
5324516fr	13.43209457397461	16.541484832763672	20230405
5324516fr	30.5280818939209	34.85247802734375	20230406
5324516fr	64.64097595214844	67.35527038574219	20230407
7941bac5t	67.9377212524414	68.14208221435547	20230404
7941bac5t	66.03483581542969	67.8681640625	20230405
7941bac5t	55.63033676147461	58.59788513183594	20230406
7941bac5t	74.38288116455078	74.90673065185547	20230407
94bf2e47u	75.22277069091797	76.40363311767578	20230404
94bf2e47u	69.69957733154297	70.8259506225586	20230405
94bf2e47u	71.02323913574219	73.34458923339844	20230406
94bf2e47u	70.50106811523438	70.5332260131836	20230407
651310f3v	62.27341842651367	63.45494079589844	20230404
651310f3v	64.79631805419922	66.09712982177734	20230405
651310f3v	64.68034362792969	66.42105865478516	20230406
651310f3v	65.87187957763672	67.05089569091797	20230407
5da786a8w	67.09500885009766	68.07756042480469	20230404
5da786a8w	59.59562301635742	62.41156005859375	20230405
5da786a8w	66.6993179321289	67.56403350830078	20230406
5da786a8w	76.35001373291016	76.54656219482422	20230407
9292842fy	62.20948028564453	63.82396697998047	20230404
9292842fy	63.050296783447266	63.83794403076172	20230405
9292842fy	71.4941635131836	73.1373519897461	20230406
9292842fy	67.13799285888672	67.48551177978516	20230407
abb13720z	65.20047760009766	66.01973724365234	20230404
abb13720z	69.62232208251953	70.86177825927734	20230405
abb13720z	60.310035705566406	61.909725189208984	20230406
abb13720z	72.20113372802734	74.42754364013672	20230407
babadee5r	64.98749542236328	65.6966552734375	20230404
babadee5r	64.52873229980469	66.23359680175781	20230405
babadee5r	71.1900634765625	71.43195343017578	20230406
babadee5r	36.991615295410156	39.70262145996094	20230407
c2382486x	69.54563903808594	71.86638641357422	20230404
c2382486x	61.316162109375	61.47639465332031	20230405
c2382486x	50.17398452758789	52.229408264160156	20230406
c2382486x	66.55266571044922	68.25826263427734	20230407
6b9789f2z	70.49120330810547	70.42735290527344	20230404
6b9789f2z	74.69688415527344	74.69392395019531	20230405
6b9789f2z	68.07540130615234	68.07788848876953	20230406
6b9789f2z	66.99845886230469	67.82379150390625	20230407
b5dbab8e1	75.0550765991211	76.02677917480469	20230404
b5dbab8e1	75.45227813720703	75.62014770507812	20230405
b5dbab8e1	71.88240051269531	72.26045227050781	20230406
b5dbab8e1	67.1097183227539	68.41024017333984	20230407
dc36a53e3	65.02254486083984	66.57720184326172	20230404
dc36a53e3	62.09283447265625	64.6741714477539	20230405
dc36a53e3	67.67096710205078	69.40804290771484	20230406
dc36a53e3	65.05116271972656	67.4373550415039	20230407
66c0fb934	62.05229568481445	63.71000671386719	20230404
66c0fb934	71.3043212890625	72.36900329589844	20230405
66c0fb934	67.03784942626953	69.16007995605469	20230406
66c0fb934	65.62110137939453	66.42574310302734	20230407
b72036c45	71.44515991210938	73.34061431884766	20230404
b72036c45	68.21147918701172	69.82988739013672	20230405
b72036c45	75.47809600830078	75.66622924804688	20230406
b72036c45	68.63872528076172	68.95459747314453	20230407
a0f907866	66.72276306152344	67.94962310791016	20230404
a0f907866	69.13892364501953	69.19950103759766	20230405
a0f907866	72.30297088623047	72.10077667236328	20230406
a0f907866	72.95732116699219	73.18769073486328	20230407
76ce9d5f7	61.6651496887207	64.43878173828125	20230404
76ce9d5f7	36.15035629272461	38.740516662597656	20230405
76ce9d5f7	75.48422241210938	76.52454376220703	20230406
76ce9d5f7	67.81645965576172	68.77731323242188	20230407
460061ab8	68.76189422607422	71.18904876708984	20230404
460061ab8	69.84278106689453	71.00276947021484	20230405
460061ab8	74.03435516357422	74.26846313476562	20230406
460061ab8	75.57189178466797	75.2288589477539	20230407
9c0c965c9	69.4212875366211	71.4253921508789	20230404
9c0c965c9	72.42053985595703	72.19556427001953	20230405
9c0c965c9	67.39614868164062	69.08161926269531	20230406
9c0c965c9	64.03202819824219	65.13072204589844	20230407
532cc1c3b	68.5811538696289	70.29277801513672	20230404
532cc1c3b	66.53758239746094	67.3104248046875	20230405
532cc1c3b	72.34901428222656	72.63541412353516	20230406
532cc1c3b	68.34149932861328	70.00299072265625	20230407
fb1d6b50c	59.135250091552734	60.61399841308594	20230404
fb1d6b50c	68.85693359375	70.00650787353516	20230405
fb1d6b50c	62.09769821166992	63.73396301269531	20230406
fb1d6b50c	64.23626708984375	66.63961029052734	20230407
0a2120d0e	68.49430084228516	69.5947494506836	20230404
0a2120d0e	49.39377212524414	52.445953369140625	20230405
0a2120d0e	61.9616584777832	63.346405029296875	20230406
0a2120d0e	47.94313430786133	50.12541198730469	20230407
06bfd741f	68.71649932861328	71.4703598022461	20230404
06bfd741f	69.38384246826172	70.67231750488281	20230405
06bfd741f	65.97235870361328	66.4908676147461	20230406
06bfd741f	24.942663192749023	27.32715606689453	20230407
0551d992g	53.42581558227539	55.298500061035156	20230404
0551d992g	64.28739929199219	64.97713470458984	20230405
0551d992g	69.07576751708984	69.63236236572266	20230406
0551d992g	70.75647735595703	71.78662872314453	20230407
740fc409h	62.18049621582031	65.18231964111328	20230404
740fc409h	50.119117736816406	53.61137390136719	20230405
740fc409h	60.66962814331055	62.73219299316406	20230406
740fc409h	68.39612579345703	69.16089630126953	20230407
dc56e7c0j	66.47674560546875	67.99279022216797	20230404
dc56e7c0j	66.06731414794922	67.97723388671875	20230405
dc56e7c0j	67.90185546875	68.4586181640625	20230406
dc56e7c0j	35.32002258300781	37.928741455078125	20230407
02a9ee71k	64.42778015136719	66.1913833618164	20230404
02a9ee71k	67.0450439453125	68.89936065673828	20230405
02a9ee71k	66.42840576171875	69.33639526367188	20230406
02a9ee71k	65.62250518798828	67.2631607055664	20230407
ade14f48m	71.99502563476562	73.0284194946289	20230404
ade14f48m	74.89551544189453	73.21955108642578	20230405
ade14f48m	71.47621154785156	72.44901275634766	20230406
ade14f48m	55.89206314086914	59.03112030029297	20230407
68abda28n	59.00890350341797	61.78804397583008	20230404
68abda28n	71.16519927978516	72.39702606201172	20230405
68abda28n	61.826534271240234	63.425086975097656	20230406
68abda28n	67.44190216064453	69.21065521240234	20230407
d83a679ep	71.26371765136719	70.7917251586914	20230404
