geohash_id	consumption_level	activity_level	date_id
4885e281g	50.824776	49.383785	20230404
4885e281g	62.91645	60.943447	20230405
4885e281g	50.862743	49.43824	20230406
4885e281g	62.92418	60.95087	20230407
5324516fr	59.2114	57.401646	20230404
5324516fr	62.680634	60.716896	20230405
5324516fr	-2.8554554	-2.7600508	20230406
5324516fr	62.915054	60.94206	20230407
7941bac5t	62.92065	60.947456	20230404
7941bac5t	54.503456	52.90366	20230405
7941bac5t	39.691845	38.719803	20230406
7941bac5t	62.878265	60.9066	20230407
94bf2e47u	62.890987	60.918938	20230404
94bf2e47u	62.82547	60.855892	20230405
94bf2e47u	62.90586	60.933212	20230406
94bf2e47u	61.578117	59.659725	20230407
651310f3v	62.942463	60.96848	20230404
651310f3v	62.91703	60.944008	20230405
651310f3v	54.77069	53.1732	20230406
651310f3v	62.941174	60.967255	20230407
5da786a8w	62.925484	60.952106	20230404
5da786a8w	62.939842	60.96596	20230405
5da786a8w	58.41289	56.62688	20230406
5da786a8w	58.178383	56.389187	20230407
9292842fy	62.85762	60.886856	20230404
9292842fy	45.660393	44.376194	20230405
9292842fy	62.92638	60.952953	20230406
9292842fy	62.94156	60.967606	20230407
abb13720z	28.845556	28.263489	20230404
abb13720z	62.583183	60.6234	20230405
abb13720z	62.7798	60.812122	20230406
abb13720z	62.655746	60.692677	20230407
babadee5r	62.93744	60.96364	20230404
babadee5r	62.937233	60.963436	20230405
babadee5r	57.728416	55.985416	20230406
babadee5r	62.92323	60.949966	20230407
c2382486x	62.912163	60.939255	20230404
c2382486x	62.892113	60.920017	20230405
c2382486x	57.443363	55.716755	20230406
c2382486x	61.975723	60.04247	20230407
6b9789f2z	62.94068	60.966755	20230404
6b9789f2z	62.94088	60.966934	20230405
6b9789f2z	62.111515	60.17164	20230406
6b9789f2z	62.91642	60.94341	20230407
b5dbab8e1	62.901066	60.928585	20230404
b5dbab8e1	62.942028	60.968033	20230405
b5dbab8e1	62.931038	60.95744	20230406
b5dbab8e1	62.934082	60.96038	20230407
dc36a53e3	9.631826	9.458095	20230404
dc36a53e3	62.842896	60.87261	20230405
dc36a53e3	22.702852	22.26037	20230406
dc36a53e3	6.6232924	6.4829254	20230407
66c0fb934	62.841682	60.871487	20230404
66c0fb934	62.902214	60.92969	20230405
66c0fb934	62.93345	60.95978	20230406
66c0fb934	62.918274	60.945187	20230407
b72036c45	62.930237	60.95669	20230404
b72036c45	59.247494	57.437347	20230405
b72036c45	62.85651	60.885677	20230406
