geohash_id	consumption_level	activity_level	date_id
4885e281g	-0.26182327	-0.36041462	20230404
4885e281g	61.760174	59.741337	20230405
4885e281g	1.8033252	1.6318976	20230406
4885e281g	61.546658	59.533085	20230407
5324516fr	11.35006	10.875345	20230404
5324516fr	37.66315	36.39346	20230405
5324516fr	-2.9885888	-2.9750986	20230406
5324516fr	59.47436	57.53182	20230407
7941bac5t	62.34543	60.30712	20230404
7941bac5t	3.6378284	3.4123516	20230405
7941bac5t	-1.5375876	-1.5901874	20230406
7941bac5t	60.794857	58.80761	20230407
94bf2e47u	59.501312	57.56322	20230404
94bf2e47u	49.64216	48.01846	20230405
94bf2e47u	60.449844	58.47632	20230406
94bf2e47u	21.245031	20.449795	20230407
651310f3v	62.922894	60.864895	20230404
651310f3v	61.960606	59.934734	20230405
651310f3v	12.964562	12.441337	20230406
651310f3v	62.95655	60.897373	20230407
5da786a8w	62.47173	60.429745	20230404
5da786a8w	62.91434	60.85661	20230405
5da786a8w	40.672596	39.30868	20230406
5da786a8w	52.855793	51.11482	20230407
9292842fy	53.068672	51.332752	20230404
9292842fy	-1.5400908	-1.5960962	20230405
9292842fy	62.530804	60.48635	20230406
9292842fy	62.945652	60.886852	20230407
abb13720z	-1.6136563	-1.6647679	20230404
abb13720z	46.589836	45.05271	20230405
abb13720z	49.761906	48.12918	20230406
abb13720z	51.867718	50.178745	20230407
babadee5r	62.89092	60.83402	20230404
babadee5r	62.761806	60.70946	20230405
babadee5r	15.381155	14.784808	20230406
babadee5r	61.92787	59.90498	20230407
c2382486x	61.203144	59.205753	20230404
c2382486x	57.507183	55.63106	20230405
c2382486x	7.775901	7.43482	20230406
c2382486x	16.6692	16.036814	20230407
6b9789f2z	62.95373	60.89468	20230404
6b9789f2z	63.005943	60.94508	20230405
6b9789f2z	41.160202	39.78197	20230406
6b9789f2z	62.059418	60.029797	20230407
b5dbab8e1	62.701572	60.650578	20230404
b5dbab8e1	62.97537	60.915577	20230405
b5dbab8e1	62.79351	60.740017	20230406
b5dbab8e1	62.846134	60.790752	20230407
dc36a53e3	-2.584258	-2.6031985	20230404
dc36a53e3	56.612072	54.771507	20230405
dc36a53e3	-2.538242	-2.561245	20230406
dc36a53e3	-2.7005327	-2.7170773	20230407
66c0fb934	55.468502	53.656815	20230404
66c0fb934	60.416912	58.442783	20230405
66c0fb934	62.73407	60.68249	20230406
66c0fb934	62.126976	60.09623	20230407
b72036c45	62.619106	60.571495	20230404
b72036c45	16.56867	15.968727	20230405
b72036c45	60.6479	58.665936	20230406
b72036c45	56.646774	54.795055	20230407
a0f907866	-0.96539474	-1.0380076	20230404
a0f907866	51.90983	50.210247	20230405
a0f907866	1.7267436	1.5681064	20230406
a0f907866	-1.2616317	-1.3228481	20230407
76ce9d5f7	58.819324	56.902782	20230404
76ce9d5f7	55.796192	53.972385	20230405
76ce9d5f7	62.82913	60.774357	20230406
76ce9d5f7	62.492435	60.449055	20230407
460061ab8	58.18221	56.285713	20230404
460061ab8	-1.2942213	-1.3522455	20230405
460061ab8	62.857273	60.801445	20230406
460061ab8	62.935654	60.877056	20230407
9c0c965c9	62.972065	60.912384	20230404
9c0c965c9	62.458008	60.41557	20230405
9c0c965c9	62.889545	60.83256	20230406
9c0c965c9	62.96047	60.90112	20230407
532cc1c3b	62.620472	60.57268	20230404
532cc1c3b	1.7111226	1.5624223	20230405
532cc1c3b	62.90669	60.849113	20230406
532cc1c3b	58.43039	56.52286	20230407
fb1d6b50c	61.90682	59.884853	20230404
fb1d6b50c	-0.5124788	-0.58789533	20230405
fb1d6b50c	2.3754497	2.192358	20230406
fb1d6b50c	62.40392	60.3643	20230407
0a2120d0e	62.938614	60.88004	20230404
