geohash_id	consumption_level	activity_level	date_id
4885e281g	62.197987	60.33131	20230404
4885e281g	62.781605	60.827244	20230405
4885e281g	62.71639	60.755096	20230406
4885e281g	62.51309	60.650097	20230407
5324516fr	63.14844	61.062134	20230404
5324516fr	62.608303	60.711082	20230405
5324516fr	1.6706617	1.777948	20230406
5324516fr	62.65263	60.742043	20230407
7941bac5t	63.580574	61.35533	20230404
7941bac5t	61.343296	59.504646	20230405
7941bac5t	48.40385	47.280205	20230406
7941bac5t	63.60773	61.36994	20230407
94bf2e47u	63.533	61.3235	20230404
94bf2e47u	63.58662	61.356842	20230405
94bf2e47u	63.234917	61.12661	20230406
94bf2e47u	63.45419	61.257893	20230407
651310f3v	63.010906	60.979828	20230404
651310f3v	63.079407	61.024162	20230405
651310f3v	62.15803	60.280388	20230406
651310f3v	63.470455	61.283695	20230407
5da786a8w	63.455776	61.273144	20230404
5da786a8w	62.81716	60.85162	20230405
5da786a8w	62.351086	60.197372	20230406
5da786a8w	30.93797	30.305273	20230407
9292842fy	62.85259	60.87343	20230404
9292842fy	62.315773	60.41787	20230405
9292842fy	63.595196	61.365112	20230406
9292842fy	63.22064	61.11853	20230407
abb13720z	52.638943	51.266476	20230404
abb13720z	63.590057	61.357426	20230405
abb13720z	63.185078	61.09251	20230406
abb13720z	63.58845	61.352715	20230407
babadee5r	63.126213	61.055904	20230404
babadee5r	62.973663	60.955	20230405
babadee5r	63.253284	61.108868	20230406
babadee5r	63.059807	61.011425	20230407
c2382486x	63.44269	61.264286	20230404
c2382486x	63.371056	61.21627	20230405
c2382486x	62.53639	60.629265	20230406
c2382486x	62.969173	60.94814	20230407
6b9789f2z	63.620968	61.38278	20230404
6b9789f2z	63.62207	61.383392	20230405
6b9789f2z	63.453808	61.267582	20230406
6b9789f2z	63.443634	61.264915	20230407
b5dbab8e1	63.61234	61.37419	20230404
b5dbab8e1	63.622143	61.383522	20230405
b5dbab8e1	63.618233	61.38027	20230406
b5dbab8e1	63.619022	61.38096	20230407
dc36a53e3	36.69073	35.954765	20230404
dc36a53e3	63.48347	61.290146	20230405
dc36a53e3	42.18832	41.28224	20230406
dc36a53e3	46.00706	44.96486	20230407
66c0fb934	63.09348	61.032543	20230404
66c0fb934	63.469303	61.281376	20230405
66c0fb934	63.004932	60.975544	20230406
66c0fb934	63.367687	61.2147	20230407
b72036c45	63.437733	61.261425	20230404
b72036c45	63.373287	61.202637	20230405
b72036c45	63.607456	61.369747	20230406
b72036c45	63.59305	61.36137	20230407
a0f907866	60.36833	58.595078	20230404
a0f907866	63.599167	61.362408	20230405
a0f907866	36.894615	36.141026	20230406
a0f907866	20.291775	19.940363	20230407
76ce9d5f7	63.089634	61.030785	20230404
76ce9d5f7	62.69752	60.77118	20230405
76ce9d5f7	63.5163	61.313446	20230406
76ce9d5f7	63.49409	61.298386	20230407
460061ab8	63.263676	61.145287	20230404
460061ab8	61.787582	59.902267	20230405
460061ab8	63.61839	61.379982	20230406
460061ab8	63.604877	61.367012	20230407
9c0c965c9	63.21608	61.115677	20230404
9c0c965c9	63.615013	61.37712	20230405
9c0c965c9	63.361317	61.211304	20230406
9c0c965c9	63.570812	61.350037	20230407
532cc1c3b	62.82311	60.855175	20230404
532cc1c3b	62.811176	60.83115	20230405
532cc1c3b	63.58798	61.361008	20230406
532cc1c3b	63.20609	61.107338	20230407
fb1d6b50c	63.123337	61.05326	20230404
fb1d6b50c	59.48468	57.838036	20230405
fb1d6b50c	59.5005	57.834465	20230406
fb1d6b50c	63.316093	61.181084	20230407
0a2120d0e	63.4453	61.267002	20230404
0a2120d0e	62.99452	60.965473	20230405
0a2120d0e	62.821064	60.84716	20230406
0a2120d0e	37.855915	37.095497	20230407
06bfd741f	39.329243	38.517586	20230404
06bfd741f	63.476723	61.276657	20230405
06bfd741f	42.092937	41.157784	20230406
06bfd741f	62.64188	60.73393	20230407
0551d992g	62.888054	60.89805	20230404
0551d992g	63.515915	61.311466	20230405
0551d992g	63.399273	61.23626	20230406
0551d992g	63.408215	61.242958	20230407
740fc409h	62.828457	60.858383	20230404
740fc409h	60.852394	59.119125	20230405
740fc409h	62.688606	60.765823	20230406
740fc409h	63.02763	60.988754	20230407
dc56e7c0j	63.424904	61.252098	20230404
dc56e7c0j	63.032383	60.994072	20230405
dc56e7c0j	63.17653	61.0895	20230406
dc56e7c0j	62.467304	60.618607	20230407
02a9ee71k	62.72497	60.79043	20230404
02a9ee71k	63.452736	61.27185	20230405
02a9ee71k	63.5427	61.33076	20230406
02a9ee71k	63.149242	61.070625	20230407
ade14f48m	63.487	61.29521	20230404
ade14f48m	63.619904	61.382874	20230405
ade14f48m	63.18005	61.092216	20230406
ade14f48m	35.503773	34.82085	20230407
68abda28n	62.747616	60.80533	20230404
68abda28n	63.493168	61.298344	20230405
68abda28n	62.690018	60.767807	20230406
68abda28n	63.2518	61.136703	20230407
d83a679ep	63.484524	61.291767	20230404
d83a679ep	63.295414	61.167515	20230405
d83a679ep	63.5683	61.346474	20230406
d83a679ep	63.071705	61.019882	20230407
df3d371fq	63.463223	61.278618	20230404
df3d371fq	63.089474	61.025063	20230405
df3d371fq	63.61369	61.37636	20230406
df3d371fq	63.62246	61.383835	20230407
3973ea35r	63.62605	61.387165	20230404
3973ea35r	63.59632	61.364433	20230405
3973ea35r	63.624886	61.386135	20230406
3973ea35r	63.53361	61.32261	20230407
8a966469s	63.419476	61.250626	20230404
8a966469s	63.55219	61.33756	20230405
8a966469s	62.90922	60.912933	20230406
8a966469s	63.469456	61.28257	20230407
8d978969t	63.589863	61.36215	20230404
8d978969t	63.33471	61.19409	20230405
8d978969t	63.385693	61.22735	20230406
8d978969t	63.451256	61.270554	20230407
6e03f027u	63.621563	61.38293	20230404
6e03f027u	63.17976	61.09189	20230405
6e03f027u	63.621975	61.383312	20230406
6e03f027u	63.433228	61.2585	20230407
fdcd79d7v	63.6259	61.387028	20230404
fdcd79d7v	63.614643	61.376472	20230405
fdcd79d7v	63.62162	61.38301	20230406
fdcd79d7v	63.277424	61.15661	20230407
aa8ebe0aw	63.62306	61.38501	20230404
aa8ebe0aw	63.558685	61.342163	20230405
aa8ebe0aw	63.625366	61.38659	20230406
aa8ebe0aw	63.61736	61.379845	20230407
ac59bae0x	63.625534	61.38681	20230404
ac59bae0x	63.622524	61.38383	20230405
ac59bae0x	63.62459	61.386288	20230406
ac59bae0x	63.615437	61.379173	20230407
1c1f3efay	63.617336	61.38024	20230404
1c1f3efay	63.6209	61.382324	20230405
1c1f3efay	63.61617	61.37812	20230406
1c1f3efay	63.625866	61.387	20230407
426f2c6fz	63.600098	61.369537	20230404
426f2c6fz	63.55287	61.336872	20230405
426f2c6fz	63.618122	61.379967	20230406
426f2c6fz	63.605293	61.3676	20230407
885a4d780	63.56184	61.326904	20230404
885a4d780	63.617317	61.379776	20230405
885a4d780	63.579113	61.342804	20230406
885a4d780	63.59214	61.355324	20230407
7e69e0cc1	63.623302	61.38456	20230404
7e69e0cc1	63.621002	61.38238	20230405
7e69e0cc1	63.62211	61.383804	20230406
7e69e0cc1	63.614998	61.377678	20230407
9e81cf4a2	63.60619	61.368454	20230404
9e81cf4a2	62.779327	60.826725	20230405
9e81cf4a2	60.92345	59.161255	20230406
9e81cf4a2	63.615345	61.377174	20230407
729da7213	63.603233	61.36611	20230404
729da7213	63.6106	61.37272	20230405
729da7213	63.55843	61.332703	20230406
729da7213	63.623486	61.38475	20230407
9effddf54	63.621746	61.383087	20230404
9effddf54	63.620815	61.382355	20230405
9effddf54	63.386093	61.16159	20230406
9effddf54	63.61436	61.37648	20230407
565891c35	63.621502	61.383064	20230404
565891c35	-2.9943764	-2.869764	20230405
565891c35	63.616104	61.37781	20230406
565891c35	-3.2958486	-3.2095592	20230407
c84af1c86	63.61977	61.381283	20230404
c84af1c86	-3.0968187	-2.9964013	20230405
c84af1c86	31.58001	30.937635	20230406
c84af1c86	63.622868	61.38414	20230407
5b03325d7	63.611538	61.373634	20230404
5b03325d7	63.61246	61.375473	20230405
5b03325d7	38.930122	38.045807	20230406
5b03325d7	63.607994	61.371426	20230407
5adeebdb8	63.604355	61.370926	20230404
5adeebdb8	44.814278	43.75557	20230405
5adeebdb8	63.621056	61.382427	20230406
5adeebdb8	63.57829	61.353493	20230407
4dfdab2f9	63.509274	61.307884	20230404
4dfdab2f9	63.61285	61.374763	20230405
4dfdab2f9	63.54555	61.331398	20230406
4dfdab2f9	62.825787	60.855526	20230407
aedc0c70b	63.084366	61.029015	20230404
aedc0c70b	63.216908	61.11445	20230405
aedc0c70b	63.252884	61.137627	20230406
aedc0c70b	63.557274	61.329514	20230407
431989eec	62.971756	60.95334	20230404
431989eec	63.604164	61.366756	20230405
431989eec	63.381634	61.154846	20230406
431989eec	63.38549	61.226257	20230407
5a415ff7d	63.595463	61.35842	20230404
5a415ff7d	63.605118	61.36757	20230405
5a415ff7d	63.614407	61.376083	20230406
5a415ff7d	63.613148	61.37491	20230407
d1897990e	54.905964	53.29138	20230404
d1897990e	63.60857	61.370834	20230405
d1897990e	63.6112	61.375053	20230406
d1897990e	63.622025	61.38422	20230407
d11df673f	63.625263	61.386574	20230404
d11df673f	63.619297	61.381027	20230405
d11df673f	63.624294	61.38549	20230406
d11df673f	63.622673	61.384003	20230407
894ef80ag	63.61853	61.380165	20230404
894ef80ag	63.62501	61.38616	20230405
894ef80ag	63.622486	61.383797	20230406
894ef80ag	63.623463	61.384834	20230407
d7b3691dh	63.622234	61.383537	20230404
d7b3691dh	63.581047	61.35673	20230405
d7b3691dh	63.622818	61.38409	20230406
d7b3691dh	63.61896	61.380665	20230407
0abe77d1j	63.61842	61.380203	20230404
0abe77d1j	63.62425	61.385643	20230405
0abe77d1j	63.617462	61.379047	20230406
0abe77d1j	63.622974	61.384304	20230407
